log time,gps time,GPS latitude,GPS longitude,GPS altitude,GPS angle,GPS speed,interior temperature,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z
5307,16:12:59,32.592958,-111.539775,8385.10,144.19,44.49,-22.06,545,22,2.00,0.91,0.24,0.08,0.65,-0.37,3.65,22.89,118.19
5310,16:13:1,32.592775,-111.539570,8372.30,131.38,47.62,-22.06,653,38,2.07,0.89,0.75,0.21,0.23,-0.32,-0.27,21.34,122.11
5313,16:13:3,32.592570,-111.539326,8358.90,141.12,54.63,-22.06,643,37,2.06,0.93,0.10,0.41,0.55,-0.20,25.58,27.01,112.62
5316,16:13:5,32.592351,-111.539130,8343.20,142.75,43.05,-22.00,666,40,1.91,1.06,0.65,-0.01,0.60,-0.38,11.19,29.22,119.18
5319,16:13:7,32.592172,-111.538916,8330.20,130.07,50.10,-22.00,653,38,1.87,1.03,0.70,0.26,0.29,-0.31,23.48,28.90,116.49
5322,16:13:9,32.591958,-111.538671,8316.30,142.65,53.89,-21.94,666,40,1.89,1.02,0.83,0.33,0.67,-0.21,4.23,36.58,121.85
5325,16:13:11,32.591743,-111.538476,8308.60,142.85,42.74,-21.94,686,43,1.98,1.17,0.78,-0.07,0.56,-0.38,15.40,32.60,121.74
5328,16:13:13,32.591562,-111.538281,8301.10,131.21,49.50,-21.87,646,37,1.70,1.12,0.16,0.26,0.30,-0.32,19.80,30.03,121.07
5331,16:13:15,32.591354,-111.538027,8288.00,139.81,53.78,-21.81,666,40,1.98,1.07,1.05,0.19,0.72,-0.29,28.38,28.54,118.54
5334,16:13:17,32.591130,-111.537832,8274.30,144.57,46.65,-21.81,653,38,1.86,1.13,0.80,-0.16,0.50,-0.36,31.05,21.81,113.81
5337,16:13:19,32.590932,-111.537636,8259.90,134.35,47.18,-21.75,686,43,1.73,1.16,0.27,0.22,0.28,-0.36,37.88,18.04,103.88
5340,16:13:21,32.590734,-111.537392,8245.70,136.72,54.23,-21.69,678,42,1.77,1.20,-0.34,-0.01,0.63,-0.36,31.81,7.91,100.62
5343,16:13:23,32.590498,-111.537167,8232.50,144.05,52.74,-21.69,699,45,1.90,1.34,-0.43,-0.03,0.15,-0.28,31.90,3.36,100.29
5346,16:13:25,32.590268,-111.536972,8219.30,143.17,47.78,-21.62,666,40,2.14,1.32,0.25,0.35,0.43,-0.31,18.70,-0.69,104.15
5349,16:13:27,32.590063,-111.536757,8205.60,136.01,51.60,-21.56,629,34,2.19,1.03,0.59,0.00,0.34,-0.39,14.43,15.87,97.75
5352,16:13:29,32.589836,-111.536513,8191.10,139.71,57.78,-21.56,629,34,1.86,1.08,0.35,0.37,0.50,-0.27,20.63,22.70,96.70
5355,16:13:31,32.589580,-111.536289,8176.90,146.49,53.86,-21.44,646,37,2.00,1.42,0.32,-0.16,0.29,-0.32,35.21,13.19,82.50
5358,16:13:33,32.589345,-111.536083,8164.30,141.60,49.64,-21.44,1174,117,2.27,1.21,0.51,0.36,0.43,-0.30,17.23,0.26,88.85
5361,16:13:35,32.589130,-111.535869,8150.40,137.80,52.45,-21.37,1259,130,2.06,1.03,0.48,-0.03,0.32,-0.39,11.95,16.67,84.57
5364,16:13:37,32.588906,-111.535625,8136.90,139.48,56.59,-21.31,1385,150,1.98,1.27,0.16,0.21,0.61,-0.35,31.30,16.32,70.62
5367,16:13:39,32.588657,-111.535400,8122.80,144.84,57.78,-21.25,496,14,2.13,1.24,-0.14,0.02,0.10,-0.25,18.60,-2.10,75.57
5370,16:13:41,32.588417,-111.535195,8109.90,142.93,49.42,-21.25,1436,157,2.40,1.08,0.76,0.14,0.65,-0.35,7.21,-1.76,77.57
5373,16:13:43,32.588205,-111.534980,8096.90,135.73,49.25,-21.19,1436,157,2.07,1.15,0.67,0.25,0.36,-0.35,22.78,17.84,72.20
5376,16:13:45,32.587976,-111.534736,8083.30,142.20,58.38,-21.12,552,23,2.19,1.42,0.44,-0.21,0.41,-0.33,30.21,3.07,69.40
5379,16:13:47,32.587724,-111.534531,8069.50,146.76,49.88,-21.06,1502,173,2.32,1.23,0.51,0.39,0.44,-0.26,16.66,-0.46,74.37
5382,16:13:49,32.587504,-111.534335,8055.90,138.99,48.77,-21.06,545,22,2.08,1.05,0.36,-0.02,0.26,-0.34,22.29,8.55,67.24
5385,16:13:51,32.587294,-111.534101,8043.20,136.43,53.73,-21.00,1420,155,2.18,1.49,0.66,0.12,0.59,-0.37,16.90,-10.89,67.70
5388,16:13:53,32.587067,-111.533867,8030.20,141.51,55.16,-20.87,1153,114,2.48,1.14,0.72,0.31,0.17,-0.21,4.68,8.51,71.00
5391,16:13:55,32.586828,-111.533662,8017.20,145.70,54.86,-20.81,1014,93,2.19,1.09,1.20,-0.15,0.55,-0.37,11.97,17.20,68.64
5394,16:13:57,32.586616,-111.533466,8003.80,137.14,48.21,-20.75,1009,92,2.32,1.45,0.71,0.25,0.47,-0.36,26.56,2.40,60.31
5397,16:13:59,32.586408,-111.533232,7989.10,137.46,54.93,-20.69,925,79,1.94,1.06,-0.29,0.11,0.15,-0.29,10.08,7.26,67.41
5400,16:14:1,32.586176,-111.532998,7977.20,139.52,54.54,-20.69,935,81,2.23,1.12,-0.02,-0.05,0.52,-0.39,5.28,1.70,62.47
5403,16:14:3,32.585947,-111.532753,7967.90,139.21,54.75,-20.62,905,76,2.01,1.08,-0.27,0.33,0.53,-0.30,6.59,10.97,57.71
5406,16:14:5,32.585715,-111.532539,7954.70,142.55,53.60,-20.56,905,76,2.19,1.14,-0.17,0.17,0.15,-0.28,12.15,3.28,56.67
5409,16:14:7,32.585493,-111.532333,7942.30,143.34,51.69,-20.50,880,73,2.29,1.27,0.60,-0.11,0.49,-0.38,15.53,18.97,44.06
5412,16:14:9,32.585280,-111.532148,7929.30,140.72,48.00,-20.50,880,73,2.17,1.21,0.47,0.19,0.66,-0.32,12.95,7.09,51.68
5415,16:14:11,32.585073,-111.531943,7916.50,140.29,47.55,-20.44,905,76,2.26,1.12,-0.10,0.32,0.30,-0.29,12.41,14.73,44.20
5418,16:14:13,32.584873,-111.531738,7903.30,139.13,48.23,-20.37,870,71,2.23,1.30,0.45,-0.05,0.20,-0.31,19.57,9.25,39.88
5421,16:14:15,32.584667,-111.531523,7890.90,138.19,48.65,-20.31,905,76,2.06,1.00,0.01,-0.08,0.53,-0.39,23.15,1.80,45.65
5424,16:14:17,32.584460,-111.531308,7878.20,137.69,50.42,-20.25,880,73,2.43,1.13,0.24,0.28,0.53,-0.34,24.70,-8.21,37.85
5427,16:14:19,32.584252,-111.531074,7865.40,137.36,52.74,-20.19,880,73,2.19,1.09,-0.09,0.36,0.32,-0.26,1.76,-3.91,41.76
5430,16:14:21,32.584028,-111.530839,7852.40,140.10,53.09,-20.12,895,75,2.23,1.02,0.37,0.08,0.19,-0.32,25.22,5.16,38.08
5433,16:14:23,32.583806,-111.530625,7839.50,139.71,53.64,-20.12,895,75,2.49,0.79,0.60,-0.12,0.47,-0.38,13.91,-3.73,38.63
5436,16:14:25,32.583574,-111.530390,7826.20,139.84,54.01,-20.06,834,66,2.65,0.75,-0.59,0.11,0.59,-0.37,5.22,-8.72,39.06
5439,16:14:27,32.583334,-111.530156,7813.50,140.96,56.99,-20.00,880,73,-0.67,-2.06,-0.53,0.14,0.67,-0.32,26.17,-19.14,33.24
5442,16:14:29,32.583093,-111.529931,7800.80,142.19,55.52,-19.94,905,76,0.11,-1.82,-0.92,0.22,0.32,-0.37,9.31,-1.19,43.30
5445,16:14:31,32.582856,-111.529697,7789.40,139.43,54.67,-19.81,889,74,0.35,-1.95,1.09,-0.09,0.24,-0.33,-2.84,0.52,40.05
5448,16:14:33,32.582644,-111.529453,7781.00,132.62,53.98,-19.81,1248,129,0.36,-1.61,0.52,-0.08,0.48,-0.39,21.32,18.60,19.72
5451,16:14:35,32.582453,-111.529238,7770.20,143.02,44.21,-19.69,1163,116,0.66,-2.03,0.90,-0.03,0.79,-0.27,34.97,-17.60,-12.31
5454,16:14:37,32.582221,-111.529072,7758.10,147.89,55.48,-19.62,1224,125,0.59,-2.56,2.64,0.04,0.87,-0.14,4.38,-49.36,53.40
5457,16:14:39,32.581987,-111.528818,7746.10,129.87,52.89,-19.56,1093,105,0.76,-2.38,4.61,0.13,0.38,-0.40,24.14,-47.78,106.48
5460,16:14:41,32.581796,-111.528603,7734.30,147.82,42.97,-19.50,1044,98,-0.11,-1.87,1.75,0.35,0.47,-0.29,6.95,17.28,93.79
5463,16:14:43,32.581562,-111.528427,7724.30,142.90,56.96,-19.44,1178,118,-0.19,-2.54,0.27,-0.02,0.29,-0.37,27.54,-28.96,46.46
5466,16:14:45,32.581347,-111.528193,7712.70,136.87,45.62,-19.44,1191,120,-0.37,-1.47,-1.17,-0.00,0.57,-0.39,-11.14,11.03,56.67
5469,16:14:47,32.581154,-111.528007,7700.80,141.81,46.42,-19.31,1009,92,0.72,0.20,3.84,0.25,0.50,-0.35,-7.14,21.58,55.53
5472,16:14:49,32.580937,-111.527802,7695.70,137.46,45.91,-19.25,905,76,0.14,-2.94,-1.45,-0.03,0.45,-0.40,-91.28,4.01,72.73
5475,16:14:51,32.580720,-111.527597,7689.80,142.00,52.43,-19.25,1014,93,-0.74,-0.43,-1.91,-0.20,0.36,-0.34,49.53,-12.25,239.29
5478,16:14:53,32.580493,-111.527382,7678.50,142.31,49.36,-19.19,940,82,-1.42,-3.19,3.31,0.05,0.72,-0.33,-44.96,-49.47,216.88
5481,16:14:55,32.580288,-111.527187,7666.80,139.46,49.38,-19.19,800,60,-1.05,-0.80,0.77,0.24,0.46,-0.36,-3.40,-71.85,192.75
5484,16:14:57,32.580078,-111.526972,7652.30,138.77,52.55,-19.19,834,66,-0.48,-0.93,-1.48,0.33,0.58,-0.27,6.82,16.07,181.11
5487,16:14:59,32.579851,-111.526767,7629.50,144.10,51.64,-19.12,763,55,-1.20,-1.49,3.47,0.12,0.56,-0.38,52.40,-8.78,158.73
5490,16:15:1,32.579641,-111.526572,7602.50,141.37,47.21,-19.12,759,54,-0.28,-0.60,-1.50,0.13,0.64,-0.35,2.49,-13.84,146.33
5493,16:15:3,32.579426,-111.526376,7581.20,141.95,49.28,-19.12,726,49,-0.46,-0.53,-3.20,-0.36,0.54,-0.21,24.32,-18.38,135.62
5496,16:15:5,32.579211,-111.526171,7561.60,138.58,47.28,-19.12,715,47,-0.05,-1.16,2.52,0.14,0.37,-0.38,-0.14,-53.05,114.62
5499,16:15:7,32.579016,-111.525966,7538.70,142.27,48.59,-19.12,700,45,0.42,-0.23,-0.90,0.24,0.59,-0.33,11.78,-22.43,104.06
5502,16:15:9,32.578813,-111.525771,7514.20,138.29,47.17,-19.12,708,46,0.39,-0.73,8.16,-0.14,0.24,-0.30,-1.98,-19.83,95.63
5505,16:15:11,32.578603,-111.525566,7488.10,144.09,46.76,-19.12,678,42,0.89,-0.71,-0.22,0.22,0.55,-0.35,2.05,11.65,92.12
5508,16:15:13,32.578403,-111.525371,7467.00,139.46,46.53,-19.12,603,30,1.10,-1.17,2.90,-0.15,0.39,-0.36,-1.48,-1.24,96.35
5511,16:15:15,32.578200,-111.525166,7450.50,138.68,48.30,-19.06,708,46,1.01,-0.92,-1.95,0.28,0.73,-0.23,12.70,32.54,75.11
5514,16:15:17,32.578000,-111.524970,7429.90,140.32,42.58,-19.00,671,41,1.04,-1.02,-1.03,0.17,0.31,-0.36,17.51,-5.21,75.34
5517,16:15:19,32.577819,-111.524775,7408.40,139.41,43.75,-19.00,694,44,1.28,-1.00,0.01,0.09,0.72,-0.32,-6.96,3.96,76.19
5520,16:15:21,32.577626,-111.524589,7388.00,139.67,45.08,-18.94,700,45,0.82,-1.89,2.88,0.34,0.51,-0.29,-46.07,-2.84,75.44
5523,16:15:23,32.577424,-111.524394,7365.70,142.96,46.80,-18.87,543,21,1.18,-0.83,-2.34,-0.05,0.48,-0.39,-11.10,-5.15,66.44
5526,16:15:25,32.577226,-111.524218,7341.30,142.20,46.22,-18.81,581,27,0.87,-1.09,-1.04,0.19,0.80,-0.20,23.06,27.61,63.64
5529,16:15:27,32.577021,-111.524042,7317.90,143.52,45.99,-18.75,617,33,0.87,-0.93,-0.28,0.26,0.41,-0.34,9.36,79.90,62.39
5532,16:15:29,32.576831,-111.523857,7293.70,142.01,46.71,-18.75,643,37,0.72,-0.84,0.50,-0.21,0.51,-0.33,-13.45,36.25,68.72
5535,16:15:31,32.576635,-111.523681,7268.10,140.71,43.29,-18.69,643,37,0.65,-0.64,-3.56,0.00,0.76,-0.29,12.42,-3.80,31.50
5538,16:15:33,32.576450,-111.523496,7245.00,139.15,43.91,-18.62,657,39,0.56,-0.67,-0.59,0.09,0.62,-0.37,16.75,30.60,39.66
5541,16:15:35,32.576254,-111.523300,7224.80,143.18,47.56,-18.56,657,39,1.21,-0.95,4.86,0.26,0.31,-0.34,64.41,40.15,27.83
5544,16:15:37,32.576044,-111.523125,7203.60,141.42,46.95,-18.50,666,40,1.04,-0.70,0.42,0.08,0.16,-0.30,19.97,-19.21,28.35
5547,16:15:39,32.575847,-111.522939,7184.00,141.57,43.01,-18.44,657,39,1.21,-0.69,1.20,-0.12,0.37,-0.36,-35.87,-31.18,47.86
5550,16:15:41,32.575654,-111.522753,7161.60,143.89,44.00,-18.37,666,40,0.87,-0.36,-3.94,0.00,0.62,-0.37,-27.73,-4.91,36.65
5553,16:15:43,32.575456,-111.522578,7140.30,140.88,45.61,-18.31,400,0,0.76,-0.62,-0.63,0.06,0.73,-0.32,-22.78,30.34,14.47
5556,16:15:45,32.575261,-111.522392,7124.60,142.08,42.32,-18.19,506,16,1.23,-1.10,3.18,0.02,0.70,-0.33,15.05,-12.03,-8.30
5559,16:15:47,32.575070,-111.522216,7104.60,141.58,43.49,-18.12,567,25,1.17,-0.96,0.65,0.10,0.71,-0.34,5.47,-65.34,-6.67
5562,16:15:49,32.574873,-111.522031,7086.70,141.25,43.11,-18.06,612,32,0.93,-0.84,1.07,0.04,0.75,-0.30,-9.38,-1.14,5.54
5565,16:15:51,32.574672,-111.521845,7068.20,143.66,44.60,-17.94,646,37,0.37,-0.62,-4.46,-0.09,0.66,-0.33,6.51,-3.24,8.48
5568,16:15:53,32.574477,-111.521660,7049.80,141.68,45.10,-17.87,652,38,1.94,-1.25,5.46,0.12,0.63,-0.35,-17.71,24.56,8.05
5571,16:15:55,32.574282,-111.521474,7029.40,142.51,45.41,-17.75,1295,136,0.87,-0.68,-2.84,0.09,0.75,-0.30,-19.01,51.70,-2.63
5574,16:15:57,32.574086,-111.521308,7008.80,143.31,44.43,-17.69,675,41,0.76,-0.95,0.37,-0.11,0.69,-0.33,17.47,-63.60,-7.39
5577,16:15:59,32.573876,-111.521132,6986.80,147.27,46.61,-17.56,675,41,1.19,-1.22,0.91,-0.05,0.59,-0.38,-23.20,21.52,-14.82
5580,16:16:1,32.573671,-111.520966,6965.00,147.20,44.06,-17.50,1310,138,0.80,-1.06,-0.60,-0.21,0.52,-0.33,20.66,-3.00,-14.45
5583,16:16:3,32.573461,-111.520820,6946.20,149.06,41.83,-17.37,1056,99,1.17,-0.83,-1.62,0.04,0.29,-0.37,2.91,7.62,-23.96
5586,16:16:5,32.573256,-111.520673,6925.00,149.14,42.34,-17.25,964,85,0.61,-0.94,-0.62,0.02,0.24,-0.35,23.47,-18.82,-10.43
5589,16:16:7,32.573046,-111.520527,6901.40,147.19,42.17,-17.12,905,76,1.11,-0.74,0.20,0.36,0.33,-0.26,5.31,33.56,-38.05
5592,16:16:9,32.572839,-111.520371,6879.00,150.00,44.09,-17.12,870,71,0.64,-1.27,1.23,0.14,0.59,-0.37,-28.81,-16.55,-14.77
5595,16:16:11,32.572639,-111.520214,6857.50,146.31,44.02,-17.12,870,71,1.21,-0.65,-1.29,0.28,0.68,-0.25,-38.51,-12.13,1.48
5598,16:16:13,32.572429,-111.520068,6835.20,147.66,43.49,-17.00,834,66,1.10,-0.85,1.95,0.14,0.75,-0.29,-66.39,-19.50,23.23
5601,16:16:15,32.572226,-111.519902,6812.80,146.48,43.50,-16.94,588,28,0.49,-0.73,-1.49,0.07,0.71,-0.32,7.62,-48.51,-2.00
5604,16:16:17,32.572026,-111.519736,6793.00,145.62,43.76,-16.81,649,37,0.62,-0.81,-2.67,0.12,0.66,-0.36,51.24,-21.85,-19.11
5607,16:16:19,32.571833,-111.519580,6774.40,144.02,41.35,-16.69,1310,138,0.92,-1.14,0.01,0.13,0.68,-0.34,-37.93,24.02,-10.38
5610,16:16:21,32.571643,-111.519423,6756.60,145.77,41.34,-16.56,1118,109,0.63,-0.77,-2.19,-0.29,0.57,-0.26,19.69,4.31,-25.53
5613,16:16:23,32.571435,-111.519267,6738.30,147.37,43.03,-16.44,1144,113,1.59,-0.99,2.95,-0.02,0.32,-0.37,13.94,0.62,-30.62
5616,16:16:25,32.571240,-111.519101,6718.40,145.86,43.15,-16.31,1110,108,0.72,-1.03,1.40,0.00,0.20,-0.32,-18.02,-15.34,-17.70
5619,16:16:27,32.571047,-111.518964,6696.60,145.70,42.34,-16.19,1081,103,1.17,-0.84,0.35,0.32,0.29,-0.28,-8.99,44.39,-20.74
5622,16:16:29,32.570854,-111.518798,6674.40,147.10,41.78,-16.12,1081,103,0.71,-0.97,-1.54,0.28,0.51,-0.33,-1.38,-12.22,-15.10
5625,16:16:31,32.570656,-111.518642,6656.10,145.60,43.01,-16.06,1068,101,0.91,-0.66,0.23,0.24,0.54,-0.35,-9.74,-21.67,-22.32
5628,16:16:33,32.570463,-111.518496,6637.10,147.15,40.35,-16.00,1032,96,0.65,-0.59,-2.57,0.17,0.76,-0.26,-14.89,18.39,3.88
5631,16:16:35,32.570263,-111.518349,6618.50,149.48,42.12,-15.94,1014,93,0.89,-1.39,4.06,0.01,0.73,-0.31,22.71,-42.32,4.94
5634,16:16:37,32.570063,-111.518203,6599.50,148.09,41.59,-15.75,1295,136,1.16,-0.72,0.48,0.19,0.64,-0.33,-20.47,-8.11,6.11
5637,16:16:39,32.569882,-111.518056,6579.20,143.55,38.48,-15.69,1207,122,0.92,-0.85,0.30,0.20,0.71,-0.27,12.50,5.82,15.15
5640,16:16:41,32.569697,-111.517910,6559.90,148.81,39.82,-15.50,1131,111,1.17,-0.90,0.98,0.22,0.65,-0.31,16.29,-56.90,-4.87
5643,16:16:43,32.569514,-111.517753,6543.20,141.64,39.53,-15.38,1081,103,1.51,-1.39,4.97,0.21,0.64,-0.32,-20.94,0.13,0.22
5646,16:16:45,32.569335,-111.517587,6527.00,143.74,37.83,-15.25,1056,99,1.46,-1.19,4.93,0.18,0.65,-0.32,15.11,-6.92,-0.05
5649,16:16:47,32.569157,-111.517441,6508.40,146.01,41.75,-15.06,672,41,1.64,-1.44,8.10,0.23,0.61,-0.35,27.68,-6.81,-0.58
5652,16:16:49,32.568972,-111.517294,6491.50,144.91,40.03,-14.94,834,66,1.25,-0.51,0.27,0.24,0.55,-0.35,1.67,-10.89,4.62
5655,16:16:51,32.568789,-111.517138,6476.70,145.20,40.47,-14.75,851,68,1.50,-1.33,0.77,0.35,0.64,-0.21,-54.74,-3.37,21.94
5658,16:16:53,32.568603,-111.516992,6458.90,146.43,37.62,-14.63,927,80,1.30,-0.89,1.40,0.20,0.46,-0.37,10.61,41.16,37.37
5661,16:16:55,32.568427,-111.516855,6438.30,146.82,40.61,-14.50,983,88,0.85,-0.78,-1.45,0.12,0.26,-0.35,28.21,14.81,30.72
5664,16:16:57,32.568244,-111.516718,6416.80,146.58,38.58,-14.44,1007,92,0.84,-0.79,0.84,-0.06,0.21,-0.32,24.14,14.61,25.87
5667,16:16:59,32.568061,-111.516572,6398.20,145.68,39.87,-14.44,1518,184,1.05,-0.40,-1.99,-0.13,0.36,-0.36,-10.05,-18.02,22.29
5670,16:17:1,32.567878,-111.516425,6379.10,148.50,39.34,-14.31,1316,139,1.47,-1.30,3.02,-0.06,0.63,-0.36,-63.55,37.99,29.73
5673,16:17:3,32.567702,-111.516289,6358.50,144.31,38.28,-14.19,800,60,0.85,-0.93,1.30,-0.12,0.76,-0.26,-14.80,24.61,46.06
5676,16:17:5,32.567524,-111.516152,6336.00,149.10,35.37,-14.06,844,67,0.75,-0.54,-2.26,0.10,0.62,-0.37,-5.85,-4.85,36.74
5679,16:17:7,32.567355,-111.516015,6312.70,144.77,38.99,-13.94,918,78,0.50,-0.59,-2.34,0.25,0.41,-0.35,18.93,-38.33,30.58
5682,16:17:9,32.567177,-111.515878,6293.90,146.53,37.77,-13.88,1345,143,1.18,-0.26,-1.07,0.19,0.18,-0.29,-10.40,-18.01,34.76
5685,16:17:11,32.567001,-111.515742,6276.80,147.53,38.85,-13.75,1198,121,1.72,-1.32,0.90,0.06,0.36,-0.40,-53.14,0.73,37.99
5688,16:17:13,32.566826,-111.515605,6255.30,147.85,38.30,-13.63,1168,117,0.32,-0.18,-3.07,-0.26,0.60,-0.27,15.44,45.88,38.19
5691,16:17:15,32.566647,-111.515478,6230.30,146.74,34.14,-13.56,1122,109,0.88,-1.12,2.21,-0.21,0.61,-0.31,5.85,-24.64,14.32
5694,16:17:17,32.566486,-111.515341,6207.20,145.76,36.15,-13.44,1122,109,0.96,-0.48,-2.69,-0.10,0.56,-0.38,-6.53,-13.52,2.58
5697,16:17:19,32.566318,-111.515195,6187.60,144.27,38.33,-13.31,1083,104,1.11,-0.84,0.53,-0.07,0.72,-0.30,34.36,13.21,-5.07
5700,16:17:21,32.566145,-111.515058,6167.20,144.79,37.56,-13.19,1153,114,1.19,-1.19,3.81,-0.19,0.65,-0.29,37.59,-4.47,2.02
5703,16:17:23,32.565974,-111.514912,6144.10,147.37,38.13,-13.06,1122,109,1.57,-1.27,4.48,-0.09,0.61,-0.34,3.93,-27.76,0.73
5706,16:17:25,32.565800,-111.514765,6123.70,144.70,39.61,-12.88,1134,111,0.81,-0.73,-2.94,-0.03,0.59,-0.37,-9.84,4.69,-4.59
5709,16:17:27,32.565625,-111.514628,6105.30,143.49,38.44,-12.75,1102,106,0.80,-1.20,1.87,-0.22,0.64,-0.29,28.10,35.32,-5.76
5712,16:17:29,32.565454,-111.514492,6088.60,148.04,38.40,-12.56,1134,111,1.26,-0.81,1.84,-0.10,0.40,-0.38,6.33,-16.01,-18.79
5715,16:17:31,32.565285,-111.514355,6070.80,147.31,38.08,-12.38,1181,118,1.39,-1.91,6.04,-0.14,0.49,-0.35,-57.86,13.23,-6.20
5718,16:17:33,32.565107,-111.514228,6054.70,145.47,37.15,-12.19,1134,111,1.17,-2.82,9.79,-0.02,0.31,-0.36,-18.02,13.87,-10.64
5721,16:17:35,32.564931,-111.514062,6038.60,142.11,38.57,-12.06,1212,123,0.75,-0.54,-2.64,0.26,0.25,-0.29,-10.05,-13.33,-21.30
5724,16:17:37,32.564750,-111.513906,6022.40,144.58,39.55,-12.00,1238,127,1.27,-1.20,3.05,0.36,0.46,-0.28,-8.59,19.08,-15.01
5727,16:17:39,32.564567,-111.513759,6003.90,147.89,40.52,-11.88,1198,121,0.85,-1.32,2.06,0.18,0.65,-0.33,4.53,46.66,-18.08
5730,16:17:41,32.564396,-111.513613,5986.90,144.62,37.63,-11.81,791,59,0.89,-0.67,-0.89,0.05,0.59,-0.38,-24.88,16.62,-14.41
5733,16:17:43,32.564226,-111.513466,5971.70,143.71,37.12,-11.69,918,78,0.90,-0.82,-0.78,-0.07,0.78,-0.26,23.29,16.36,-15.02
5736,16:17:45,32.564040,-111.513339,5956.20,149.82,37.70,-11.56,1071,102,0.71,-0.78,-2.10,-0.25,0.50,-0.31,50.18,-27.86,-20.35
5739,16:17:47,32.563852,-111.513193,5936.30,148.90,40.09,-11.44,1102,106,1.30,-0.29,-1.26,-0.06,0.51,-0.39,-0.11,-6.40,0.89
5742,16:17:49,32.563662,-111.513066,5919.80,150.59,40.89,-11.31,1198,121,0.95,-0.65,-4.54,-0.13,0.65,-0.32,23.84,-26.35,-4.26
5745,16:17:51,32.563466,-111.512929,5903.90,147.47,40.07,-11.19,1107,107,0.76,-0.63,0.03,-0.23,0.60,-0.31,-37.53,-25.50,2.36
5748,16:17:53,32.563276,-111.512792,5886.20,146.70,39.81,-11.06,1198,121,1.13,-0.72,0.12,-0.06,0.36,-0.37,-36.33,-7.74,-17.76
5751,16:17:55,32.563085,-111.512636,5865.70,145.49,42.78,-10.94,1207,122,0.76,-0.66,-1.01,-0.09,0.37,-0.37,2.41,36.69,-14.46
5754,16:17:57,32.562895,-111.512490,5847.40,145.94,40.75,-10.75,1543,201,1.20,-0.83,-5.29,0.34,0.28,-0.28,-17.02,-53.81,-38.64
5757,16:17:59,32.562702,-111.512343,5827.80,149.72,38.85,-10.63,1500,172,0.71,-0.49,-1.27,0.19,0.50,-0.38,77.14,24.51,-39.56
5760,16:18:1,32.562517,-111.512197,5805.60,145.83,42.84,-10.56,1474,163,1.15,-1.11,0.39,0.13,0.78,-0.26,-30.26,38.68,-35.10
5763,16:18:3,32.562319,-111.512060,5783.30,149.12,39.04,-10.50,990,89,1.16,-1.53,5.38,-0.23,0.50,-0.31,-1.10,-15.45,-32.86
5766,16:18:5,32.562128,-111.511914,5760.90,149.46,41.46,-10.38,1047,98,1.16,-0.26,-0.96,-0.01,0.24,-0.35,6.17,43.35,-37.28
5769,16:18:7,32.561948,-111.511777,5740.50,145.93,38.97,-10.25,1559,212,0.65,-0.75,-0.84,0.15,0.28,-0.35,-18.33,-11.63,-25.68
5772,16:18:9,32.561782,-111.511640,5723.50,144.08,36.99,-10.06,927,80,0.51,-1.50,-2.46,0.23,0.74,-0.25,20.90,31.11,-50.24
5775,16:18:11,32.561613,-111.511523,5706.60,154.54,35.86,-10.06,1047,98,1.64,-1.32,3.06,-0.01,0.59,-0.38,-27.56,-19.24,-50.18
5778,16:18:13,32.561464,-111.511406,5679.60,144.12,32.56,-10.00,1140,112,0.73,-0.75,-0.08,-0.10,0.21,-0.31,-0.17,-12.15,-57.30
5781,16:18:15,32.561298,-111.511279,5657.40,146.78,37.03,-9.88,995,90,0.96,-1.08,-0.02,0.27,0.73,-0.24,-9.92,-2.57,-68.29
5784,16:18:17,32.561127,-111.511142,5639.10,147.93,34.28,-9.75,1302,137,1.22,-1.34,2.11,-0.06,0.57,-0.38,-15.56,50.51,-73.32
5787,16:18:19,32.560976,-111.511015,5617.10,141.46,33.50,-9.69,1095,105,1.30,-0.87,4.25,0.34,0.31,-0.28,-60.25,-27.19,-46.52
5790,16:18:21,32.560822,-111.510888,5594.20,147.00,32.50,-9.56,1345,143,0.47,-0.94,-0.71,0.05,0.73,-0.31,-7.21,16.60,-41.06
5793,16:18:23,32.560668,-111.510761,5573.70,145.14,34.05,-9.44,1364,146,1.12,-0.98,2.11,-0.13,0.47,-0.38,3.14,30.30,-44.48
5796,16:18:25,32.560517,-111.510625,5555.70,142.33,35.56,-9.31,1313,139,1.14,-0.85,3.18,0.05,0.17,-0.33,6.38,-13.42,-44.24
5799,16:18:27,32.560368,-111.510507,5536.90,143.45,29.89,-9.19,1610,254,1.02,-1.10,3.67,0.24,0.55,-0.35,31.26,49.62,-38.68
5802,16:18:29,32.560222,-111.510371,5515.40,147.24,34.55,-9.13,1060,100,1.37,-1.45,1.97,0.02,0.74,-0.31,-14.40,3.12,-60.36
5805,16:18:31,32.560073,-111.510263,5492.20,140.93,31.89,-9.00,1140,112,1.81,-0.95,6.48,-0.08,0.19,-0.31,7.28,-12.75,-47.43
5808,16:18:33,32.559934,-111.510136,5470.70,146.02,30.16,-8.88,1551,207,2.53,-1.72,9.79,0.17,0.31,-0.37,-5.01,46.16,10.00
